id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024679,45625.28264,"Manila, Philippines",Philippines,Male,,College degree,"AWS Cloud Certification, Datacamp, Google Cloudskills Boost, Google Developers, LeetCode",Student assistant chatbot for our university,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Slack, Discord","Javascript, Python, SQL, Typescript","Chatgpt, Claude, Gemini","Kaggle Notebooks, Colab Notebooks, Google Cloud Vertex AI Workbench",desktop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AI Pilipinas, Artificial Intelligence Philippines, DEVCON Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Resource for specific topic, Co-training/ Training",,,
2024680,45625.35,"Leyte, Philippines ",Philippines,Male,29,College degree,Not currently using any digital tools for learning,"For our manuscript, we designed a system that digitizes accident reporting using a smartphone app for field staff and a web portal for MDRR managers. Field staff utilize the smartphone app to provide real-time incident data, such as locations and images, while managers use the online app to organize reports, track records, and coordinate disaster response efforts. This system improves efficiency, accuracy, and reliability by minimizing delays, assuring safe data storage, and allowing for real-time updates. Despite limitations such as internet connectivity and early training requirements, the system has increased response times, coordination, and preparation.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, Google Meet, Discord",,"Chatgpt, Copilot, Gemini",,laptop,"No, I just found out now.","No, I just browsed through.",None,"Career advancement, Continued learning, Upskill / Skill acquisition, Network",Answer surveys,"As an introvert, I sometimes stay at home and, when I am outside, I simply listen to people if they do not ask me.",,Unemployed 
2024681,45625.46319,"Dasmari?Ïas, Cavite",Philippines,Female,23,College degree,Not currently using any digital tools for learning,Computer Vision and Conway's Game of Life in Python,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord",Python,Chatgpt,PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,"Continued learning, Upskill / Skill acquisition","Answer surveys, Coordinate during events",,,
2024687,45626.21736,"Quezon City, Philippines",Philippines,Male,23,College degree,"Datacamp, Youtube bootcamp","The Project Under SQL, the business questions that i encounter under the sql projects helps me to get a job as a data management Analyst from 0 knowledge to sql starting learning during my graduating year now i have a job because of Free Account for datacamp thank you for the support DEP!",Healthcare,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, OneDrive, Zoom, MS Teams",SQL,"No, I do not use AI currently",N/A,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Datasense Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network",Answer surveys, ,,Local employer
2024691,45626.34514,"Aleosan, Philippines",Philippines,Male,27,College degree,"Coursera, Khan Academy, Udemy",The best project that I did was creating and design the websites.,Advertising,Career shifter,Work city same as residence,Aleosan,"15,000 and below",Freelance,Mostly work from home/ fully remote,Data Analyst,Data Analyst,1 - Just me,None,Pandas,None,None,Power BI,None,None,None,None,None,"Google sheets, Excel, Dropbox, Google Drive, Clickup, Zoom, Google Meet, Slack, Discord","Javascript, Python",Chatgpt,PythonAnywhere Jupyter Notebook,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Datasense Philippines, FWDP","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Resource for specific topic, Co-training/ Training",,"LinkedIn, OnlineJobs.ph, My network  - people I know",Local employer
2024693,45626.45486,"Manila, Philippines",Philippines,Male,31,College degree,"Datacamp, Youtube bootcamp","Customer churn dashboard where you can identify the new, existing and lost customers.",Not working,Freelance,Work city different from residence,US,"55,001 to 65,000",Freelance,Mostly work from home/ fully remote,Management,Management,1 - Just me,Don't know,Don't know,Don't know,Don't know,Power BI,None,None,None,Don't know,None,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Clickup, Zoom, MS Teams, Google Meet",DAX (Power BI),Chatgpt,,laptop,"No, I just found out now.",,"Project SPARTA, Python Philippines","Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Volunteer for group initiatives",,LinkedIn,
2024706,45627.73403,"Eastern Samar, Philippines ",Philippines,Male,26,College degree,"Cisco, Datacamp, Freecodecamp, Youtube bootcamp",None,Government ,Career shifter,Work city different from residence,Borongan City ,"15,000 and below",Contract fixed timeline,100% onsite,Data Analyst,Data Analyst,11 to 30,Don't know,Don't know,Don't know,Don't know,"Power BI, Tableau",Census,Don't know,Don't know,Don't know,Don't know,Excel,"DAX (Power BI), SQL",Chatgpt,Google Cloud Vertex AI Workbench,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Power BI Philippines UG","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Joint initiative with other groups",,My network  - people I know,Local employer
2024707,45627.74167,"Manila, Philippines",Philippines,Male,19,College degree,"Coursera, Datacamp, Freecodecamp, LinkedIn Learning, MicrosoftLearn",N/A,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Javascript, Python",Chatgpt,"Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"No, I just found out now.","No, I just browsed through.","Analytics Association of the Philippines, Data Analytics Philippines, Data and Analytics Manila, DEVCON Community Group, DEVCON Philippines, Java User Group Philippines, Python Philippines, WiTech","Continued learning, Upskill / Skill acquisition","Answer surveys, Coordinate during events",,,
2024710,45627.89653,"Valenzuela City, Philippines",Philippines,Male,28,College degree,"Codecademy, Datacamp, Freecodecamp, Kaggle Online course, Udemy, Youtube bootcamp",Invoice Automation,Shipping,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,Excel,"DAX (Power BI), M language (Power Query), VBA","Chatgpt, Copilot",,workstation,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Data Analytics Philippines, Datasense Philippines, DEVCON Community Group, Power Apps Pilipinas Community, Power BI Philippines UG, Project SPARTA, PyData Philippines, Python Philippines","Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Co-training/ Training",Have a weekly/monthly best practice sharing where we discuss common or uncommon errors and how to fix and solve it. Make it in a way where anyone can answer and collaborate to refresh knowledge of long time data professionals and as a guide to new people trying to enter the data profession,,Multinational employer
2024712,45628.18333,"Davao City, Philippines",Philippines,Male,55,College degree,"Datacamp, edX, LinkedIn Learning, MicrosoftLearn, Power Up Program","Digital Immersion Heatmap, a global project monitoring tool.","IT, BPO, and Business Services",Consultant,Work city different from residence,"Bridgetowne, Quezon city, Metro Manila","125,001 to 250, 000",Full-time,Mostly work from home/ fully remote,Innovation Consultant,"Management, Business Analyst, Software Engineer, Developer, Process Improvement, Innovation and Transformation",30+,"Don't know, Not needed in my current role","Pandas, PowerQuery ","Don't know, We have a dedicated global team","None, Not needed in my current role","Power BI, Excel PowerQuery","None, Not applicable ",None,"None, Not applicable","None, not applicable","None, not applicable","Excel, Google Drive, OneDrive, MS Teams, Discord, MS Office, Power Platform","PowerApps, PowerAutomate, Excel","Chatgpt, Copilot, Gemini, N8N","Colab Notebooks, NotebookLM",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Power Apps Pilipinas Community, Power BI Philippines UG","Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Joint initiative with other groups, Volunteer for group initiatives","AI workflows to automate alerts, notifications, etc.",My network  - people I know,Multinational employer
2024714,45628.36528,"Bulacan, Philippines",Philippines,Male,25,College degree,Coursera,"A datapipeline that retrieves person information from MongoDB and PostgreSQL, maps it to FHIR JSON format, and uploads it in a local FHIR Server as a FHIR Patient resource",Healthcare,Professional,Work city different from residence,Makati,"15,001 to 25,000",Full-time,Mostly work from home/ fully remote,Data Engineer,"Analytics Engineer, Developer",4 to 5,,Pandas,None,Airflow,Sisense,None,None,None,None,"Apache Kafka, MongoDB, PostgreSQL","Google sheets, Excel, Google Drive, Google Meet","Python, SQL",Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, PyData Philippines","Continued learning, Upskill / Skill acquisition",Answer surveys,,Facebook,Local employer
2024723,45629.47917,"Batangas, Philippines",Philippines,Male,20,College degree,"Freecodecamp, Udemy, W3Schools",Web Development,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Javascript, Python, SQL","Chatgpt, Gemini, Github copilot",,laptop,"No, I just found out now.","No, I just browsed through.","AI Design Philippines, DEVCON Philippines, Python Philippines","Career advancement, Continued learning, Upskill / Skill acquisition",Answer surveys,Discord group,,
2024726,45629.55208,"Manila, Philippines",Philippines,Male,19,College degree,Datacamp,Sales approach analysis for the professional data analyst certification,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Python, SQL","No, I do not use AI currently",PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Community: SPARTA PH,"Continued learning, Upskill / Skill acquisition, Network",Answer surveys,,,
2024731,45629.87361,"Caloocan, Philippines",Philippines,Male,19,College degree,"Coursera, Khan Academy, SoloLearn, Udemy, W3Schools, Youtube bootcamp",Web system about famous food stops in Caloocan. Using Google Maps API it can show the location of the user and the famous food stop you want to go.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord, Obsidian","Javascript, Python, SQL","Chatgpt, Claude, Gemini, Perplexity",,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,"Continued learning, Network","Answer surveys, Joint initiative with other groups, Resource for specific topic",None for the time being,,
2024736,45631.51042,"Pasig, Philippines",Philippines,Male,24,College degree,"AWS Cloud Certification, Udemy",CLI Workflow Preparer,"IT, BPO, and Business Services",Professional,Work city different from residence,Bonifacio Global City ,"45,001 to 55, 000",Full-time,Hybrid,Software Engineer,"Data Engineer, Data Analyst, Software Engineer, Cloud Architect, Developer",6 to 10,,"Pandas, Spark","Big Query, Snowflake",Airflow,Apache Superset,None,None,None,"Amazon Web Services (AWS), Google Cloud Platform (GCP)","Apache Spark, Apache Kafka, PostgreSQL, Elasticsearch","Google sheets, Excel, Google Drive","Python, SQL, Java",Chatgpt,,laptop,"No, I just found out now.","No, I just browsed through.",Java User Group Philippines,"Continued learning, Upskill / Skill acquisition","Answer surveys, Regularly post content",,"LinkedIn, Indeed, JobStreet",International Employer
2024738,45631.5625,Nueva Ecija Cabanatuan City,Philippines,Male,22,College degree,"HackerRank, W3Schools",I haven't done any project but I'm planning to create one for better portfolio and profile.,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, Slack, Discord","Python, SQL",Chatgpt,"Kaggle Notebooks, Colab Notebooks",laptop,"No, I just found out now.","No, I just browsed through.",None,"Career advancement, Continued learning, Upskill / Skill acquisition","Answer surveys, Resource for specific topic",I have no suggestions so far. The community is improving more everyday without changing its ways,,
2024739,45632.44792,"Iloilo, Philippines",Philippines,Male,40,PhD degree,"Codecademy, Coursera",I did bioinformatics of maring biodiversity ,PhD Student,Career shifter,Work city same as residence,"Iloilo City, Philippines","35,001 to 45,000",Other - specify,Im a PhD student,Data Scientist,"Data Analyst, Academic",1 - Just me,None,Pandas,None,None,None,None,None,None,None,None,"Google sheets, Excel, Dropbox, Google Drive, OneDrive","Python, R","Claude, Gemini",PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","[Manila] BIG DATA Tech Group, Analytics Association of the Philippines, Data Analytics Philippines, Data and Analytics Manila, Data Science Manila, Data Science Philippines, DEVCON Community Group, Eskwelabs Data Science Aral-Aral Group, Project SPARTA, Python Philippines","Career advancement, Upskill / Skill acquisition","Connect with sponsors, Mentor",None,LinkedIn,Academe
2024741,45632.58264,"Manila, Philippines",Philippines,Male,20,College degree,"Coursera, Datacamp, Google Analytics, HackerRank", Built a university-wide web application that is being used by my university,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Trello, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Javascript, Python, SQL","Chatgpt, Copilot, Perplexity",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",,Career advancement,"Answer surveys, Lead a study group, Mentor, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",,,
2024744,45632.99722,"Quezon City, Philippines",Philippines,Male,25,College degree,"SoloLearn, W3Schools","I'm currently have basic knowledge only and I want to improve it, I once assign as python BE dev with basic knowledge in project of document to ppt conversion ","IT, BPO, and Business Services",I'm currently a software engineer want to careershift to data career,Work city different from residence,taguig city,"15,001 to 25,000",Full-time,Hybrid,Software Engineer Front End Dev,I once deployed as BE with basic python knowledge for AI project ,30+,I currently have no knowledge in this,I currently have no knowledge in this,I currently have no knowledge in this,I currently have no knowledge in this,"Power BI, Tableau",I currently have no knowledge in this,I currently have no knowledge in this,I currently have no knowledge in this,Microsoft Azure,SAP HANA,"Excel, OneDrive, MS Teams","Python, Typescript","Chatgpt, Copilot",I currently have no knowledge in this,laptop,"No, I just found out now.",,Project SPARTA,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events",,LinkedIn,Multinational employer
2024746,45633.51875,"Gen. Trias, Cavite",Philippines,Prefer not to say,28,College degree,"Freecodecamp, Google Developers, MicrosoftLearn, Real Python, Udemy, Youtube bootcamp, Springboard, Uniathena, and web.dev","Aside from my undergraduate thesis projects, I actually built mini-web applications using server-side scripting languages, including Python which me helps me to learn the fundamental concepts in web development.",Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Clickup, Zoom, MS Teams, Google Meet, Slack, Discord","DAX (Power BI), Javascript, Python, SQL",Chatgpt,PythonAnywhere Jupyter Notebook,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Data Science Philippines, Data Science Philippines Discussion Group (Moderated), Datasense Philippines, Programmers,Developers, Python Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups, Lead a study group, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives","1. Invite other people who want to pursue the world of data management industry.
2. Share the relevant posts of other members in the group on my newsfeed to leverage attention to those people who are aspirants or career shifters in the field of data industry.
3. Reply to the comments or posts of other members to help them out to their related concerns.
4. Share your significant ideas, suggestions, inspiring messages or any topics or projects that you can contribute for the benefit of the members.
5. Be empathetic. ",,Unemployed (Fresh Graduate)
2024748,45634.80347,"Pasay, Philippines",Philippines,Male,23,College degree,"Datacamp, W3Schools","Factors in Student Dropout using Machine Learning in R (Decision Tree, Random Forest, KNN, and other methods were used but not put in the project)",Own Business/ Consultancy/Freelance,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet",R,"Chatgpt, Copilot, Datalab",None,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Data Analytics Philippines, Datasense Philippines, Eskwelabs Data Science Aral-Aral Group, Project SPARTA, PyData Philippines, R User Group - Philippines","Career advancement, Upskill / Skill acquisition, Network",Answer surveys,,,Local employer
2024751,45635.91944,"Naga City Camarines Sur, Philippines",Philippines,Male,27,College degree,"Cisco, Coursera, Datacamp, Udemy, W3Schools",IT Asset Inventory System,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Pili Camarines Sur,"15,000 and below",Full-time,100% onsite,Desktop Support Engineer,"Management, IT Operations",6 to 10,None,None,None,None,Power BI,None,Don't know,Don't know,Microsoft Azure,None,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord",DAX (Power BI),"Chatgpt, Copilot",,workstation,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",Data Analytics Philippines,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Joint initiative with other groups",Nothing,"LinkedIn, Indeed",Local employer
2024752,45636.39514,Calamba City Philippines,Philippines,Male,33,College degree,MicrosoftLearn,None,Technology and Real Estate,Career shifter,Work city different from residence,Chicago Illinois USA,"45,001 to 55, 000",Full-time,Mostly work from home/ fully remote,Quality Control Analyst,Quality Control Analyst,4 to 5,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Amazon Web Services (AWS),Don't know,"Google sheets, Excel, Dropbox, Google Drive, Clickup, Zoom, MS Teams, Google Meet, Slack",None,Chatgpt,None,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Mentor, Co-training/ Training",N/A,"Indeed, My network  - people I know",Multinational employer
2024762,45637.55556,"Manila, Philippines",Philippines,LGBTQ+,29,College degree,"Datacamp, HackerRank, LinkedIn Learning, Oracle University, Pluralsight, Udemy, W3Schools, Youtube bootcamp",Migration of model to the new platform which is the cloudera science ,"IT, BPO, and Business Services",Professional,Work city different from residence,Robinsons cybergate Tower 2 mandaluyong city,"100,001 to 125,000",Full-time,Hybrid,Management,Analytics Engineer,11 to 30,None,"Pandas, Spark","Databricks, Big Query",None,Power BI,,Don't know,None,"Microsoft Azure, Databricks","Apache Hadoop, Apache Spark, Apache Kafka, MongoDB, PostgreSQL, Oracle Database, Cloudera, Teradata","Dropbox, MS Teams","Python, SQL",None,Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,"Continued learning, Upskill / Skill acquisition","Mentor, Co-training/ Training",Create communication channels,"LinkedIn, Indeed, Glassdoor",Multinational employer
2024771,45649.83542,"Cavite, Philippines",Philippines,Male,21,Other - specify,Datacamp,Currently I have not yet done a project outside school requirements,Student,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"MS Teams, Discord",Python,"Chatgpt, Copilot",Colab Notebooks,desktop,"No, I just found out now.",,"AWS AI/ML, Big Data Analytics PH, Datasense Philippines, DEVCON Community Group, DEVCON Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Co-training/ Training, Volunteer for group initiatives","As I have experienced so far being a member of the group it contents posted are very informative and open for other to join into so no, I don't any specific suggestions ",,
2024002,45521.14167,NA,NotPhils,Male,49,College degree,"Coursera, Udemy",None,"IT, BPO, and Business Services",Freelance,Work city same as residence,NA,"250,001 and above",Full-time,Hybrid set-up 2 days onsite,Professional Services,"Management, Data Engineer, Data Analyst, Business Analyst, Software Engineer, Product Advocate, Developer, UI/UX Designer",2 to 3,Random throw away python scripts,Pandas,Various RDBMS,,"Power BI, Tableau",,,,Amazon Web Services (AWS),,"Google sheets, Excel, Google Drive, OneDrive, MS Teams, Google Meet, Discord","Python, SQL",Chatgpt,Colab Notebooks,laptop,"No, I just found out now.","No, I just browsed through.","Power Apps Pilipinas Community, Women Who Code Manila","Continued learning, Upskill / Skill acquisition, Network","Lead a study group, Mentor","Looks like everyone are mostly in FB anyway, I guess we just continue to proactively engage the community via the FB group for now. ",,
2024007,45535.57083,NA,NotPhils,Male,37,College degree,"MicrosoftLearn, Chatgpt and claude and if I need to see it done youtube",Powerbi report and dashboard analyzing crime and business landscape in Calgary,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, Zoom, Google Meet, Slack, Discord, Github, keep, evernote","DAX (Power BI), Python, SQL","Chatgpt, Claude",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Power BI Philippines UG, Power BI Users Meetup, R User Group - Philippines","Continued learning, Upskill / Skill acquisition, Network, Be part of great community projects (volunteer)","Answer surveys, Joint initiative with other groups, Mentor, Volunteer for group initiatives","None tbh. Initially I thought it was chaos bec there's so many rooms/active chat and channels and platforms from messenger to the group page and discord, but seeing how large the community is it might be good to just let the organic growth go have people self organize. Then, events/meetups would be the time to come together. ",,NA
2024013,45546.83889,NA,NotPhils,Male,32,College degree,"Cisco, Datacamp, Google Cloudskills Boost, Udemy",none,Railway,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,Excel,none,"No, I do not use AI currently",none,workstation,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,Upskill / Skill acquisition,Answer surveys,none,,Multinational employer
2024048,45547.11875,NA,NotPhils,Female,37,College degree,Not currently using any digital tools for learning,"Building a Modern Data Warehouse Architecture using tools like Snowflake, dbt Cloud, AWS, Fivetran and Stitch.",Dating app,Professional,Work city same as residence,NA,"250,001 and above",Full-time,Mostly work from home/ fully remote,Data Engineer,"Management, Data Engineer, Analytics Engineer, Cloud Architect",11 to 30,"Fivetran, Stitch",dbt,Snowflake,None,"Hex, Holistics",Census,Monte Carlo Data,Castor,"Amazon Web Services (AWS), Google Cloud Platform (GCP), Snowflake",None,"Google sheets, Google Drive, Asana, Zoom, Google Meet, Slack",SQL,Chatgpt,Hex Workspaces,laptop,"No, I just found out now.","No, I just browsed through.",None,"Continued learning, Upskill / Skill acquisition, Network, Build confidence in Public Speaking","Joint initiative with other groups, Mentor, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",none at the moment,LinkedIn,Multinational employer
2024108,45552.63958,NA,NotPhils,Male,30,Master's degree,Not currently using any digital tools for learning,"End-to-end segmentation and profiling, from building data to analysis ","IT, BPO, and Business Services",Professional,Work city same as residence,NA,"250,001 and above",Full-time,Hybrid,Data Scientist,"Data Engineer, Data Analyst, Business Analyst",4 to 5,Don't know,"Pandas, dbt","Big Query, Snowflake",Airflow,Tableau,,None,None,Google Cloud Platform (GCP),None,Slack,"Python, SQL",Chatgpt,Google Cloud Vertex AI Workbench,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AIM-Master of Science in Data Science, Data Analytics Philippines, Data Science Manila, Data Science Philippines, Data Science Philippines Discussion Group (Moderated), MS in Data Science - AIM Group","Upskill / Skill acquisition, Network, source for part-time opportunities","Answer surveys, Mentor, Co-training/ Training",Discord is best for me as it is not connected to my personal FB account.,My network  - people I know,Local employer
2024110,45552.98958,NA,NotPhils,Male,,College degree,"Datacamp, Youtube bootcamp, different projects on youtube",Calgary Crime Data Analysis,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Google Meet, Discord","DAX (Power BI), M language (Power Query), Python, SQL","Chatgpt, Claude, Perplexity, v0.dev",Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Power BI Philippines UG,"Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network, Join/contribute to community projects","Answer surveys, Joint initiative with other groups, Regularly post content, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives",No messenger keeps it tidy. Though it can get messy with backreads but all platforms have the same issue,,
2024136,45553.87569,NA,NotPhils,Male,29,College degree,"Datacamp, Udemy",A dashboard that monitors opportunity loss due to over discounts as well as out of stock ordered items.,Retail,Career shifter,Work city different from residence,NA,"55,001 to 65,000",Full-time,Mostly work from home/ fully remote,Data Analyst,Data Analyst,1 - Just me,Don't know,None,Big Query,None,Looker Studio,None,None,None,Google Cloud Platform (GCP),None,"Google sheets, Excel, Google Drive, Monday.com, Google Meet",SQL,Chatgpt,Colab Notebooks,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Analytics Philippines, Power BI Philippines UG",Career advancement,Volunteer for group initiatives,,OnlineJobs.ph,Multinational employer
2024262,45563.43958,NA,NotPhils,Male,42,College degree,Youtube bootcamp,Snowflake data extraction,Non profit,Professional,Work city different from residence,NA,"125,001 to 250, 000",Full-time,Hybrid,Developer,Data Engineer,6 to 10,Adf,None,"Snowflake, Ssms",None,Power BI,None,None,None,"Google Cloud Platform (GCP), Microsoft Azure, Snowflake",Ssms,"Excel, OneDrive, Zoom, MS Teams, Google Meet",SQL,"Chatgpt, Copilot",Azure Notebooks,laptop,"No, I just found out now.","No, I just browsed through.",Datasense Philippines,"Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Connect with sponsors, Coordinate during events, Joint initiative with other groups, Lead a study group, Mentor, Resource for specific topic, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events","Constant updates touch base comms,",Seek,Multinational employer
2024278,45563.47986,NA,NotPhils,Male,25,College degree,"Cisco, Codecademy, Freecodecamp, Udemy, W3Schools, Youtube bootcamp",Curently working on data of a company to check if the company is going to be bankrupt in few years using regression analysis. ,Healthcare,Career shifter,Work city same as residence,NA,"55,001 to 65,000",Part-time,100% onsite,Management,Tech Support,1 - Just me,None,None,Big Query,None,Power BI,None,None,None,None,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Slack, Discord","Python, R, SQL",,Kaggle Notebooks,laptop,"No, I just found out now.","No, I just browsed through.","[Manila] BIG DATA Tech Group, Project SPARTA, SPARTA PH: Data Engineer","Career advancement, Continued learning, Decision to shift","Answer surveys, Connect with sponsors",,My network  - people I know,Multinational employer
2024359,45564.67222,NA,NotPhils,LGBTQ+,23,College degree,"Kaggle Online course, Udemy",I created a Python script that takes in an elevation map (DEM) and target subwatershed boundary polygons and returns a CSV containing 30+ geomorphometric variables for each basin. These values are used to determine which subwatershed to prioritize for environmental management!,Education,Student/ new grad/ Career break (Skip to General Tools Section),,NA,,,,,,,,,,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Clickup, Zoom, MS Teams, Google Meet, Slack, Discord",Python,"Chatgpt, Copilot","Kaggle Notebooks, Colab Notebooks",laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.",None,"Continued learning, Upskill / Skill acquisition, Network","Joint initiative with other groups, Mentor, Co-training/ Training, Volunteer for group initiatives, Volunteer to speak in events",I am not sure but having regular online events might boost the engagement and participation of the members on all existing communication channels that the group has.,,Multinational employer
2024368,45564.95208,NA,NotPhils,Male,37,PhD degree,"Coursera, Datacamp, edX",Database using access for my university ,Energy,Career shifter,Work city same as residence,NA,"15,000 and below",Full-time,Hybrid,Academic,Developer,1 - Just me,None,"Don't know, None",,,,,,,,,"Google sheets, Excel, Dropbox, Google Drive, OneDrive",Python,"No, I do not use AI currently","Kaggle Notebooks, ",laptop,"No, I just found out now.","No, I just browsed through.",None,Career advancement,Co-training/ Training,No,LinkedIn,Local employer
